inline_count,external_count,onclick_count,onload_count,onchange_count,avg_inline_script_block,avg_external_script_block,avg_onclick_count,avg_onload_count,avg_onchange_count,avg_cyc_complexity,library_code_count,type
4,4.5,2,0,0,0,0,0,0,0,0,0,phish
26,24,3,0,0,0,776.7142857,28653,8,14,0.857142857,12,alexa
7,22,1,0,0,0,291.125,14500,5,16,0.5625,9,alexa
12,25,2,0,2,0,376.1428571,24586,10,14,0.785714286,11,alexa
7,17,2,0,0,0,1098.923077,44435,4,13,0.692307692,9,alexa
6,13.5,2,4,2,0,948.6923077,37450,0,13,0.923076923,12,alexa
7,16,1,0,0,0,77,1213,7,7,0.857142857,6,alexa
8,16.33333333,3,0,0,0,397.1818182,16672,6,11,0.818181818,9,alexa
8,12,1,0,0,0,7,90,6,3,0,0,phish
1,2,1,0,0,0,141,525,0,2,0.5,1,phish
3,7,1,2,0,0,0,0,0,0,0,0,phish
1,0,1,0,0,0,0,0,0,0,0,0,alexa
3,6,1,3,0,0,1143.4,18709,1,5,0.8,4,alexa
5,8,2,0,0,0,34.6,365,3,5,0.4,2,alexa
9,12,2,0,0,0,274.8571429,6803,7,7,0.571428571,4,alexa
2,12,2,2,0,0,75,2826,3,10,0.5,5,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
4,10,1,0,2,0,612.1666667,14153,3,6,1,6,alexa
3,5,2,0,0,0,971,7044,2,3,1,3,alexa
3,0,1,0,1,0,0,0,0,0,0,0,phish
12,3,1,0,0,0,499,1091,2,1,1,1,phish
5,6,2,0,0,0,265,2943,2,4,0.75,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,2,1,0,0,0,93.5,1374,0,2,0.5,1,alexa
9,12,2,5,1,0,965.2857143,18281,4,7,0.714285714,5,alexa
5,13,1,0,0,0,89.33333333,2493,4,9,0.666666667,6,alexa
1,16,1,3,0,0,54.81818182,3335,5,11,0.090909091,1,phish
9,17,1,0,4,0,1246.833333,44573,0,12,1,12,alexa
5,6,2,0,0,0,1248.333333,22858,0,6,1,6,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
20,8.5,2,0,0,0,604.2,7730,3,5,1,5,alexa
15,25,1,5,1,0,248.0666667,10711,9,15,0.8,12,alexa
21,34,4,1,3,0,1259.391304,88068,6,23,0.956521739,22,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
14,20.5,2,0,0,0,583.5,20728,8,12,0.833333333,10,alexa
2,8,1,0,0,0,4.5,32,0,2,1,2,phish
4,6,2,2,1,0,403.8,5259,1,5,1,5,alexa
4,10,1,0,0,0,776,14361,3,6,1,6,alexa
0,0,1,1,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,alexa
9,10,1,0,3,0,1111.428571,18974,1,7,1,7,alexa
44,31,2,0,0,0,436.3636364,33895,7,22,0.727272727,16,alexa
14,8.5,2,1,72,0,873.8333333,14867,3,6,1,6,alexa
24,36,1,0,0,0,633.1363636,41986,10,22,0.681818182,15,alexa
10,19,2,0,0,0,105.4545455,4065,8,11,0.545454545,6,alexa
1,2,1,1,0,0,81,399,1,1,0,0,phish
23,13,1,0,0,0,186,4310,6,7,0.714285714,5,alexa
10,24,1,1,1,0,208.7,4048,8,10,0.9,9,phish
3,1,2,1,0,0,111,264,0,1,1,1,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
2,2,1,0,0,0,283,2198,0,2,1,2,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
14,23.5,2,0,0,0,511.3888889,35164,7,18,0.944444444,17,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
3,10,1,0,1,0,296.7142857,5100,2,7,1,7,alexa
11,49,1,0,0,0,110.8571429,11198,13,35,0.485714286,17,alexa
40,19,2,4,2,0,791.4285714,33062,4,14,0.857142857,12,alexa
8,10,1,2,0,0,691.25,10648,2,8,0.625,5,alexa
0.666666667,5,3,0,0,0,56.9,1893,5,10,0.3,3,phish
10,22,2,0,2,0,262.1538462,8432,7,13,0.769230769,10,alexa
19,30,1,1,0,0,108,4799,18,12,0.25,3,alexa
0,1,2,0.5,0.5,0,0,0,0,0,0,0,phish
26,33,1,1,0,0,354.2777778,21214,15,18,0.833333333,15,alexa
20,44,1,0,0,0,81,6239,18,26,0.615384615,16,alexa
1,9,1,0,0,0,1257,14646,5,4,0.75,3,alexa
5,14,2,8,0,0,202.3636364,5953,3,11,0.363636364,4,alexa
11,13,1,0,0,0,427.5,9897,7,6,0.833333333,5,alexa
6,18,2,0,1,0,625.6153846,29168,5,13,0.538461538,7,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
20,9,2,0,0,0,156.8,2143,4,5,1,5,alexa
2,3,1,0,0,0,52,156,1,1,0,0,phish
38,38.5,2,15,0,0,508.5454545,32720,5,22,0.818181818,18,alexa
30,19.5,2,284,1,0,817.3529412,44586,1,17,0.588235294,10,alexa
2,2,1,0,0,0,0,1286,1,1,0,0,phish
18,35,2,0,4,0,232.2068966,17495,5,29,0.827586207,24,alexa
15,16,1,0,4,0,990.0833333,35597,1,12,1,12,alexa
16,20,1,74,0,0,731.5333333,28323,4,15,0.8,12,alexa
3,7,1,0,0,0,1770,31339,1,6,1,6,alexa
2,12,2,1,0,0,52,1294,3,8,0.625,5,alexa
4,4,1,2,0,0,0,0,4,0,0,0,alexa
3,0,1,0,0,0,0,0,0,0,0,0,phish
1,2,1,0,0,0,4,30,0,2,0,0,phish
5,4,2,0,0,0,323.6666667,2663,1,3,1,3,alexa
2,3,2,0,0,0,2,1,2,1,0,0,alexa
45,29,1,20,1,0,797,50546,7,20,0.85,17,alexa
0,5,1,0,0,0,195.25,2313,1,4,0.75,3,phish
10,31,2,0,1,0,305.8,10534,21,10,0.5,5,alexa
1,2,1,0,0,0,281,1854,0,2,1,2,alexa
4,3,2,4,0,0,102.5,719,1,2,1,2,alexa
7,13,1,5,1,0,872,19262,3,6,0.666666667,4,alexa
3,2,1,0,0,0,267,1860,0,2,0.5,1,alexa
1,6,2,0,0,0,1200,13288,2,4,0.25,1,alexa
11,16,2,0,0,0,253.9,8639,6,10,0.8,8,alexa
19,48.5,2,48,1,0,292.9375,27692,17,32,0.75,24,alexa
6,9,1,0,0,0,570.4,8818,3,5,0.6,3,alexa
17,13,2,0,0,0,759.2,25908,3,10,1,10,alexa
10,20,2,0,0,0,79.61111111,4914,2,18,0.166666667,3,alexa
7,12.5,2,51,1,0,797,30233,3,10,0.9,9,alexa
6,18,1,0,0,0,142.8181818,5860,7,11,0.818181818,9,alexa
10,26,2,0,0,0,130.5,5251,10,14,0.714285714,10,alexa
0,1,1,0,0,0,110,231,0,1,0,0,phish
1,1,1,0,0,0,0,0,1,0,0,0,phish
0,7,1,0,0,0,14.33333333,453,1,6,0,0,phish
26,30,1,0,11,0,204.6153846,6317,5,13,0.923076923,12,alexa
101,85,1,2,0,0,124.7868852,33656,14,61,0.524590164,32,alexa
9,30,2,0,13,0,449.1428571,34769,3,21,0.428571429,9,alexa
8,18,1,3,0,0,703.6875,31774,0,16,0.875,14,phish
0,0,1,0,0,0,0,0,0,0,0,0,alexa
12,8.5,2,0,0,0,1321,28150,2,6,1,6,alexa
10,20,2,1,0,0,129.8461538,9386,7,13,0.615384615,8,alexa
8,9,2,0,0,0,188.4,3118,2,5,0.2,1,alexa
8,8,2,4,1,0,333.8,5653,2,5,1,5,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
5,13,2,0,0,0,97.42857143,2322,5,7,0.571428571,4,alexa
41,41,2,6,1,0,152,34602,14,22,0.181818182,4,alexa
4,4,1,1,0,0,0,0,0,0,0,0,phish
6,7,2,1,0,0,376.25,4602,3,4,1,4,alexa
11,21.5,2,0,2,0,1605.9375,87975,6,16,0.9375,15,alexa
42,45,1,0,2,0,386.05,23542,14,20,0.85,17,alexa
6,7,2,0,0,0,536.2857143,12854,0,7,0.857142857,6,alexa
7.5,11,2,0,0,0,483.75,5488,7,4,0.75,3,alexa
21,44.5,2,1,0,0,334.3333333,41403,11,33,0.515151515,17,alexa
10,29,1,0,0,0,100.2307692,5094,15,13,0.230769231,3,alexa
7,12,2,22,0,0,575.1,14137,2,10,0.8,8,alexa
7,6,1,0,0,0,2193,17688,3,3,1,3,alexa
1,0,1,4,0,0,0,0,0,0,0,0,phish
8,7,2,3,0,0,120.8,1773,2,5,0.6,3,alexa
9,25,1,0,0,0,99.85714286,6530,11,14,0.5,7,alexa
13,2,2,0,0,0,4813.5,34367,0,2,1,2,alexa
19,36.5,2,32,0,0,308,33549,8,28,0.357142857,10,alexa
4,40,3,10.66666667,0,0,858.3947368,136382,12,38,0.263157895,10,alexa
4,2,2,1,0,0,42,525,1,1,0,0,phish
17,16,1,0,0,0,211.6666667,7652,6,9,0.444444444,4,alexa
28,28,2,0,2,0,1005.117647,45099,9,17,0.647058824,11,alexa
2,1,1,0,0,0,521,1782,0,1,1,1,alexa
5,9,1,1,0,0,1609.5,20572,5,4,0.75,3,alexa
4,2,1,1,0,0,295,1445,0,2,0.5,1,phish
1,1,1,0,0,0,0,0,1,0,0,0,alexa
7,19,1,0,0,0,399.9166667,15679,7,12,0.833333333,10,alexa
12,6,1,0,0,0,302.5,4716,2,4,1,4,alexa
7,15,2,0,0,0,144,5218,6,9,0.555555556,5,alexa
8,4,2,2,0,0,4752,13032,3,1,1,1,alexa
12,24,2,0,0,0,566.1333333,27903,8,15,0.666666667,10,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,6,2,0,0,0,3,29,5,1,0,0,alexa
0,5,1,0,0,0,130.5,759,2,2,0,0,alexa
5,15,2,0,0,0,477.6666667,17416,9,6,1,6,alexa
4,33.66666667,3,0,0,0,432.8974359,103290,7,39,0.948717949,37,alexa
14,26,1,1,0,0,286.2352941,17380,9,17,0.647058824,11,alexa
20,19,1,41,0,0,364.5,13337,9,10,0.5,5,alexa
4,9,2,1,0,0,524.25,6718,5,4,0.75,3,phish
15,2,1,0,0,0,1100,7632,0,2,1,2,phish
4,14,2,1,0,0,113.7142857,2692,7,7,0.571428571,4,alexa
1,0,2,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,0.5,2,0,0,0,19,86,0,1,0,0,phish
3,5,2,0,0,1,92.33333333,1376,2,3,0,0,alexa
2,2,1,0,0,0,2636.5,14814,0,2,1,2,alexa
10,16,1,0,4,0,174.8,4106,4,10,1,10,alexa
72,64,2,6,3,0,212.6190476,28598,21,42,0.523809524,22,alexa
7,17,1,0,0,0,430.4545455,17058,6,11,0.909090909,10,alexa
8,12,2,0,0,0,189.4444444,4589,3,9,0.222222222,2,alexa
7,9,1,0,0,1,385,5429,3,5,1,5,alexa
11,4,2,0,0,0,1119.5,15943,0,4,0.75,3,alexa
1,8,1,0,0,0,0,0,2,0,0,0,phish
5,13,2,0,0,0,70.5,609,9,4,0.5,2,alexa
13,19,2,47,0,0,357.5,11472,6,12,0.833333333,10,alexa
3,11,2,0,0,0,98.8,1129,6,5,1,5,alexa
5,9,1,0,0,0,400.5,7664,3,6,0.666666667,4,alexa
7,5,1,0,0,0,296.3333333,3143,2,3,0.666666667,2,alexa
8,7,2,224,0,0,735.1,26083,0,10,1,10,alexa
30,5.5,2,91,0,0,591.6666667,8813,0,6,1,6,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
10,12,2,0,1,0,294.2,6353,6,5,1,5,alexa
12,9,1,16,0,0,1772.25,42268,1,8,1,8,alexa
1,4,1,0,0,0,60,206,3,1,1,1,phish
9,21,2,1.5,0,0,96.07142857,4519,7,14,0.642857143,9,phish
11,21,2,1,0,0,472.6428571,19702,3,14,0.785714286,11,alexa
11,19,2,2,0,0,136.0833333,4593,6,12,0.75,9,alexa
28,27,2,0,5,0,782.9444444,40182,1,18,0.944444444,17,alexa
46,31,2,1,0,0,87.85714286,5527,4,21,0.619047619,13,alexa
1,5,2,0,0,0,1521.666667,11355,3,3,1,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
14,24.5,2,1,1,0,170.4285714,12603,10,14,0.5,7,alexa
1,4,1,0,0,0,8,16,2,1,0,0,alexa
7,44.5,6,8,0,0,557.1851852,47294,16,27,0.851851852,23,alexa
5,11,2,1,0,0,18.75,671,6,4,0.25,1,alexa
7,54,2,0,0,0,218.90625,20122,22,32,0.3125,10,alexa
5,37,1,0,0,0,0,0,36,0,0,0,phish
0,6,1,0,0,0,64.5,568,4,2,0,0,phish
6,18,4,0,0,0,920.1111111,30957,4,9,1,9,alexa
11,20,1,0,0,0,204.4615385,8112,9,13,0.846153846,11,alexa
12,13,2,0,0,0,1352.666667,26242,6,6,0.833333333,5,phish
15,22,1,9,0,0,366.7142857,17018,2,14,0.857142857,12,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
21,58,1,0,0,0,312.8823529,32099,13,34,0.647058824,22,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
20,3,1,0,0,0,521,1782,2,1,1,1,alexa
8,12.5,2,1,0,0,275.6666667,14509,3,9,0.444444444,4,alexa
7.5,14,2,6,1,0,534.125,11348,3,8,1,8,alexa
2,1,1,0,0,0,521,1782,0,1,1,1,alexa
1,7.5,2,0,0,0,56.9,1893,5,10,0.3,3,phish
1,0,2,0,0,0,0,0,0,0,0,0,phish
19,7.5,2,0,0,0,272.8,3218,1,5,1,5,alexa
3,2,1,0,0,0,0,0,0,0,0,0,phish
13,40,1,4,1,0,353.7096774,32723,8,31,1,31,alexa
21,31,2,0.5,4,0,199.2105263,9968,7,19,0.578947368,11,alexa
27,29,1,0,12,0,214.5217391,16625,4,23,0.47826087,11,alexa
6,16,2,5,1,0,691.2222222,24417,7,9,0.777777778,7,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,5,1,0,0,0,232.5,742,3,2,0.5,1,alexa
2,5,1,0,0,0,359.75,2932,1,4,1,4,phish
5,3,1,0,0,0,471,2579,1,2,0.5,1,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
14,25,2,0,2,0,449.8235294,23020,6,17,0.764705882,13,alexa
24,64,2,29,0,0,289.8695652,41450,14,46,0.956521739,44,alexa
9,9,2,7,0,0,466.2,6676,4,5,1,5,alexa
8,6,1,0,0,0,14,122,1,2,0,0,alexa
3,9.8,5,0,0.8,0,267.1428571,4970,3,7,0.857142857,6,alexa
3,12,2,20,0,0,64.57142857,4230,4,7,0.714285714,5,alexa
1,1,1,1,0,0,0,0,1,0,0,0,phish
9,19,2,0,0,0,444,17386,5,14,0.5,7,alexa
6,12.5,2,1,0,0,725.6666667,14864,4,9,0.888888889,8,alexa
3,7.5,2,0,0,0,812.8333333,15749,2,6,0.5,3,alexa
10,18,1,0,0,0,321.7777778,17824,4,9,0.555555556,5,alexa
11,2.5,2,1,2,0,882.5,7356,1,2,1,2,alexa
10,9,1,0,0,0,863,20991,2,7,1,7,alexa
2,3,2,3,0,0,521,1782,2,1,1,1,alexa
20,34,2,0,0,0,88.3125,3596,10,16,0.6875,11,alexa
16,24,2,13,0,0,366.9230769,14860,10,13,0.384615385,5,alexa
22,33,2,5,0,0,102.4117647,6128,16,17,0.411764706,7,alexa
2,2,1,1,0,0,489,2473,0,2,1,2,alexa
2,1,1,0,0,0,49,214,0,1,0,0,phish
4,9,2,0,0,0,47.875,1925,2,8,0.875,7,alexa
1,3,1,55,0,0,302.5,1959,1,2,1,2,alexa
6,24,1,0,0,0,232.0454545,15601,2,22,0.954545455,21,alexa
29,18,2,1,0,0,200.4,11928,4,15,0.933333333,14,alexa
3,10,2,2,0,0,390.5555556,19450,1,9,0.555555556,5,alexa
26.4,23.6,5,16,2.2,0,362.4761905,22756,6,21,0.80952381,17,alexa
12,36,2,0,0,0,376.8421053,33698,17,19,0.526315789,10,alexa
19,20,1,15,0,0,273.9333333,11751,4,15,0.8,12,alexa
1,3,1,0,0,0,52,156,1,1,0,0,phish
5,9,1,0,0,1,600.4,6376,4,5,0.8,4,alexa
5,6,2,6,0,0,43.2,246,1,5,1,5,alexa
5,9,3,0,0,0,979.3333333,18275,1,6,0.666666667,4,alexa
2,5,2,0.5,0,0,472,2568,3,2,0.5,1,alexa
15,25.66666667,3,1,0,0,827,33927,11,14,0.714285714,10,alexa
17,17,2,39,3,0,733.8333333,25916,3,12,0.833333333,10,alexa
1,8,2,0,0,0,15,421,1,7,0.142857143,1,alexa
54,44,1,41,4,0,450.56,41359,8,25,0.76,19,alexa
1,4,1,0,0,0,60,206,3,1,1,1,phish
17,40,2,0,0,0,309.35,10881,19,20,0.6,12,alexa
3,2,1,0,0,0,0,0,2,0,0,0,phish
5,3,1,0,0,0,20,76,0,2,1,2,phish
3,4,1,2,0,0,6.5,94,2,2,0,0,alexa
1,0,1,0,1,0,0,0,0,0,0,0,phish
19,6,2,23,0,0,20,515,1,5,0,0,alexa
10,24.5,2,9.5,0,0,463.375,22162,3,16,1,16,phish
1,1,1,0,0,0,42,525,0,1,0,0,phish
6,42.5,2,0,0,0,121.5333333,11097,12,30,0.266666667,8,alexa
2,2,1,0,0,0,1464.5,14394,0,2,1,2,alexa
12,17,1,0,3,0,187.9166667,5641,2,12,0.75,9,alexa
2,6,1,0,0,0,435.6666667,6053,3,3,1,3,alexa
7,6,2,0,1,0,890.75,9272,2,4,0.75,3,alexa
7,3,1,2,0,0,0,0,1,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,alexa
10,19,2,2,0,0,452.5833333,18674,6,12,0.666666667,8,alexa
2,7.5,2,0,0,0,218.3333333,3492,2,6,0.666666667,4,alexa
8,15,1,1,0,0,1264.25,17692,0,4,1,4,alexa
22,29.5,2,0,0,0,135.8095238,8581,8,21,0.619047619,13,alexa
2,3,1,12,0,0,354.6666667,4597,0,3,0.666666667,2,alexa
9,35,2,0,1,1,1280.107143,84064,7,28,0.785714286,22,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
15,16,2,11,1,0,345.3636364,10917,4,11,0.636363636,7,alexa
1,1,1,1,0,0,181,426,0,1,1,1,phish
10,2.5,2,1,2,0,882.5,7356,1,2,1,2,alexa
11,6,1,0,0,0,397.2,5732,1,5,0.8,4,alexa
2,4,1,0,0,0,0,0,4,0,0,0,alexa
36,47,3,5,0,0,206.8809524,25120,6,42,0.714285714,30,alexa
8,15,2,1,0,0,592.1818182,20703,4,11,1,11,alexa
4,4,1,1,0,0,331,2023,2,2,1,2,alexa
18,68,1,0,0,0,375.6111111,20570,50,18,0.833333333,15,alexa
6,10,2,0,0,0,1218.857143,27106,3,7,0.857142857,6,alexa
2,2,1,0,0,0,0,0,2,0,0,0,alexa
16,24.33333333,3,0,1.666666667,0,271.875,11829,13,16,0.875,14,alexa
13,23,2,2,2,1,728.8333333,26463,10,12,0.75,9,alexa
6,19,2,0,0,0,53,2240,6,13,0.384615385,5,alexa
1,0.5,2,0,0,0,896,2329,0,1,1,1,phish
19,26,1,4,0,0,205.6842105,10041,6,19,0.947368421,18,alexa
7,20.5,2,0,0,0,682.75,20189,4,12,0.583333333,7,alexa
30,15,2,2,3,0,1303.8,35750,3,10,1,10,alexa
6,12,1,0,0,0,105.75,4345,4,8,0.875,7,alexa
4,7.5,2,0,0,0,439.2857143,9957,1,7,1,7,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
10,8.5,2,0,1,0,372.25,4137,4,4,0.75,3,alexa
12,14.5,2,0,0,0,532.7272727,17662,3,11,0.636363636,7,alexa
3,3,1,0,0,0,187,1156,1,2,0,0,alexa
88,11,1,214,0,0,1403.1,41465,0,10,1,10,alexa
24,13,1,2,0,0,449.8571429,13415,6,7,0.714285714,5,alexa
0,2,1,0,0,0,8,17,1,1,0,0,phish
9,17,2,0,0,0,172.5454545,5873,5,11,0.818181818,9,phish
2,6,1,1,0,0,18.25,356,2,4,0.25,1,alexa
14,4,2,7,0,0,360,4652,0,4,0.25,1,alexa
1,6,1,0,0,0,32,214,5,1,0,0,phish
23,32,3,0,0,0,284.9583333,28577,12,24,0.791666667,19,alexa
15,24,2,0,0,0,689.0588235,43672,9,17,0.941176471,16,alexa
19,11,1,46,0,0,232,5654,4,7,0.857142857,6,alexa
9,23,2,62,0,1,177.7142857,9103,8,14,0.642857143,9,alexa
3,4,1,0,0,0,152.125,5649,1,8,0.375,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,1,1,2,0,0,521,1782,0,1,1,1,alexa
3,10,2,0,0,0,203.6666667,2051,6,3,0.333333333,1,alexa
18,24,1,10,0,0,592.3333333,24935,7,15,0.6,9,alexa
1,0,1,1,0,0,0,0,0,0,0,0,phish
11,23,1,0,2,0,170,7360,4,15,0.666666667,10,alexa
5,3,1,0,0,0,20,76,0,2,1,2,phish
19,27.5,2,2,3,0,189.7222222,8585,10,18,0.666666667,12,alexa
16,32,2,0,0,0,354,17074,14,17,0.411764706,7,alexa
6,21,2,0,0,0,166,10974,11,10,0.6,6,alexa
32,24.5,2,0,0,0,237.9375,9958,9,16,0.875,14,alexa
6,11,1,0,0,0,166.1428571,3670,4,7,1,7,alexa
7,1,1,0,0,0,494,904,0,1,1,1,phish
2,1,1,0,0,0,49,214,0,1,0,0,phish
3,1,1,0,0,3,0,0,1,0,0,0,phish
13,26,2,0,0,0,1211.5,56970,11,14,0.642857143,9,alexa
4,3,1,3,0,0,5,40,2,1,0,0,alexa
16,4,2,4,0,0,1595,28063,0,4,0.75,3,alexa
5,0,1,0,0,0,0,0,0,0,0,0,phish
1,4,2,0,0,0,60,206,3,1,1,1,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,alexa
12,15.5,2,0,0,0,734.6153846,21616,4,13,0.769230769,10,alexa
1,1,1,0,0,0,0,0,1,0,0,0,alexa
4,5,1,0,0,0,173.6666667,1785,2,3,1,3,alexa
4,0,1,0,0,0,0,0,0,0,0,0,phish
1,4,2,0,0,0,60,206,3,1,1,1,phish
13,18,2,1,0,0,127.8181818,5074,3,11,0.727272727,8,alexa
7,13,1,0,1,0,961,14019,2,4,0.75,3,alexa
6,17,1,0,0,0,523.2,14463,5,10,0.8,8,alexa
9,13,2,0,0,0,182,2145,9,4,0.75,3,alexa
13,16.5,2,0,0,0,681.1538462,24231,4,13,0.615384615,8,alexa
14,21,1,0,1,0,1107.8,31542,7,10,1,10,alexa
5,2,2,0,0,0,177.6666667,1278,0,3,1,3,alexa
14,24,2,0,0,0,329.8,22221,5,20,0.75,15,alexa
2,5,1,0,0,0,26.66666667,408,2,3,0,0,alexa
18,9,2,0,1,0,104.6666667,2618,0,9,0.666666667,6,alexa
5,16,1,1,0,0,95.5,2397,8,8,0.5,4,alexa
1,19,2,0,0,0,258.5714286,5915,8,7,0.285714286,2,alexa
2,3,1,0,0,0,0,0,3,0,0,0,alexa
10,32.66666667,3,5,0,0,522,23728,17,13,0.384615385,5,alexa
7,8,1,0,3,0,414,5290,3,5,1,5,alexa
12,15,1,0,0,0,226,3989,9,6,0.333333333,2,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
9,19,2,0,1,0,133.2,3751,9,10,0.7,7,alexa
7,21,2,0,0,0,121.5454545,4785,10,11,0.545454545,6,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
7,7,3,70,1,0,723.5,9157,3,4,0.75,3,alexa
7,11,1,0,5,0,393,5203,2,5,1,5,alexa
4,2,1,0,0,0,521,1782,1,1,1,1,alexa
10,18.5,2,5,0,0,1632.4,22880,13,5,1,5,alexa
18,36,2,1,1,0,228.1052632,12398,16,19,0.578947368,11,alexa
12,13,1,0,0,0,359.2,4955,4,5,0.6,3,alexa
22.5,31,2,0,0,0,617.3571429,25138,14,14,0.857142857,12,alexa
6,9,1,0,0,0,1698.166667,23346,3,6,1,6,alexa
14,19,1,0,0,0,497.8,17378,7,10,0.9,9,alexa
21,42,3,11,0,0,84.46153846,7338,8,26,0.538461538,14,alexa
3,4,1,0,0,0,120,364,2,1,0,0,phish
1,4,1,0,0,0,260.5,1786,2,2,1,2,alexa
4,8,1,0,0,0,212.6,2843,3,5,0.6,3,alexa
20.5,21,2,0,0.5,0,552.0555556,27879,3,18,0.833333333,15,alexa
5,4,2,1,0,0,462,2103,3,1,1,1,alexa
8,17,2,2,0,0,449.0909091,14053,5,11,0.818181818,9,alexa
6,10,1,0,1,0,1300,20093,2,8,1,8,alexa
9,16,1,0,5,0,257,5879,3,9,0.888888889,8,alexa
61,7,2,1,1,0,1692.5,8679,4,2,1,2,alexa
10,2.5,2,1,2,0,882.5,7368,1,2,1,2,alexa
0,2,1,0,0,0,0,0,2,0,0,0,alexa
7,9,1,0,0,0,213.6666667,2325,3,3,0.666666667,2,alexa
26,20,2,0,0,0,650.5555556,38255,2,18,0.944444444,17,alexa
7,9,1,0,0,1,180.625,4447,1,8,0.5,4,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
8,18,1,0,0,0,155.6666667,1256,13,3,0,0,alexa
1,0,2,0,1,0,0,0,0,0,0,0,phish
26,1,1,1,0,0,0,0,1,0,0,0,alexa
1,0,1,2,0,0,0,0,0,0,0,0,phish
3,6.5,2,1,0,0,184,1869,4,3,0.666666667,2,alexa
7,1,1,0,0,0,494,904,0,1,1,1,phish
2,0,1,2,0,0,0,0,0,0,0,0,alexa
10,21,2,0,1,0,323.3,7919,11,10,1,10,alexa
1,1,1,0,0,0,521,1782,0,1,1,1,alexa
3,17,2,1,0,0,141.7,4767,7,10,0.6,6,alexa
11,20.5,2,0,0,0,162.8461538,8350,10,13,0.923076923,12,alexa
14,45,1,0,3,1,197.3103448,20403,10,29,0.724137931,21,alexa
3,9,2,0,0,0,873.125,45955,2,8,0.875,7,alexa
4,4.5,2,0,0,0,0,0,0,0,0,0,phish
10,8,2,6,0,1,338.125,6973,1,8,0.875,7,alexa
6,1,1,0,0,0,0,0,1,0,0,0,phish
12,17,2,103,0,0,524.5714286,15043,8,7,0.714285714,5,alexa
2,2,1,0,0,0,2376,13033,0,2,1,2,alexa
10,20,2,4,0,0,117.1,3763,7,10,0.4,4,alexa
8,3,1,22,0,0,0,0,0,0,0,0,phish
11,14,2,2,0,0,746,24949,4,11,0.636363636,7,alexa
0.5,0,2,0,0,0,0,0,0,0,0,0,phish
4,8.5,2,0,0,0,771.75,12012,5,4,0.75,3,alexa
15,4.5,2,1,2,0,658.3333333,8922,1,3,1,3,phish
20,9,1,0,0,0,208.4,3073,4,5,1,5,alexa
10,18,2,1,5,0,924.25,21106,4,8,0.875,7,alexa
12,12.5,2,0,5.5,0,196,6310,4,9,0.444444444,4,alexa
8,15,1,0,1,0,669.6,17135,5,10,0.8,8,alexa
5,12,1,2,0,1,61,1196,5,6,0.5,3,alexa
4,7,2,0,0,0,86.66666667,638,4,3,0.666666667,2,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
10,30,1,0,0,0,590.25,38021,9,20,0.55,11,alexa
0,0,2,0,0,0,0,0,0,0,0,0,phish
0,0,1,3,0,0,0,0,0,0,0,0,phish
26,31.5,2,6,0,0,567.75,27311,15,16,0.75,12,alexa
9,5,2,0,0,0,303.5,2731,3,2,1,2,alexa
14,19,2,11,0,1,733.7142857,3496,3,7,0.428571429,3,alexa
7,7,1,13,0,0,267.6666667,2437,4,3,0.666666667,2,alexa
12,18,2,0,0,0,641.1818182,29353,8,11,0.909090909,10,alexa
5,9,1,0,0,0,129.8333333,2653,3,6,0.5,3,alexa
6,14,2,0,0,0,1052,21307,5,7,0.571428571,4,alexa
0,2,1,1,1,0,0,0,0,0,0,0,phish
