inline_count,external_count,onclick_count,onload_count,onchange_count,avg_inline_script_block,avg_external_script_block,avg_onclick_count,avg_onload_count,avg_onchange_count,avg_cyc_complexity,library_code_count,type
4,4,1,0,0,0,125,187,3,1,1,1,alexa
8,8,1,1,1,0,1443.75,12731,2,4,1,4,phish
10,15,2,3,0,1,751.1,24525,5,10,0.8,8,alexa
9,44,1,2,0,0,40.94736842,5471,3,38,0.184210526,7,alexa
6,6,1,1,0,0,273.5,1831,4,2,1,2,alexa
5,2,1,1,0,0,176,1352,1,1,0,0,alexa
20,25,2,0,0,0,105,3788,10,13,0.384615385,5,alexa
13,26,2,3,0,0,545.5882353,30478,6,17,0.705882353,12,alexa
22,25,1,1,0,0,353.2105263,21528,5,19,0.842105263,16,alexa
4,6,1,2,0,0,1762.833333,27426,0,6,1,6,alexa
0,5,2,0,0,0,54.66666667,644,2,3,0.333333333,1,alexa
8,14,1,0,0,0,555.4545455,13487,3,11,0.818181818,9,alexa
1,2,2,1,0,0,2769,14575,0,2,1,2,alexa
12.5,28.5,2,0,2,0,126.7777778,8856,7,18,1,18,alexa
2,1,1,0,0,0,181,426,0,1,1,1,phish
2,4,1,1,0,0,64,358,3,1,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,0,1,0,0,0,0,0,0,0,0,0,phish
14,9,2,1,0,0,981.5,16811,4,4,1,4,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
1,7,1,0,0,0,66.8,3485,1,5,1,5,alexa
1,6,1,0,0,0,626,4011,3,3,1,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
14,15.5,2,0,1,0,1310.5,34834,3,10,1,10,alexa
4,33,3,0,0,0,441.0526316,102425,7,38,0.947368421,36,alexa
3,4,2,0,0,0,564.5,7038,0,4,0.25,1,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
0,0,1,1,0,0,0,0,0,0,0,0,phish
4,5,1,0,0,0,0,0,0,0,0,0,phish
10,24.5,2,9.5,0,0,463.375,22162,3,16,1,16,phish
5,12,1,1,0,0,96.88888889,2853,3,9,0.222222222,2,alexa
5,19,3,0,0,0,363,14996,4,13,0.461538462,6,alexa
11,15,2,0,0,0,207,3586,9,6,1,6,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
2,18,1,0,0,0,139.5555556,3957,9,9,0.444444444,4,alexa
10,6,3,0,0,0,914.5714286,16803,1,7,1,7,alexa
3,7,1,0,0,0,974.8333333,20917,1,6,1,6,phish
2,9,1,0,0,0,28.83333333,294,3,6,0.833333333,5,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,3,1,0,0,0,272,1820,1,2,1,2,alexa
40,28.5,2,15,1,0,213.35,11910,9,20,0.75,15,phish
21,18,1,31,1,0,216.9090909,7044,6,11,0.818181818,9,alexa
16,33,1,30,0,0,125.76,7672,8,25,0.88,22,alexa
1,3,2,0,0,0,52,156,1,1,0,0,phish
6,4,1,0,0,0,967.5,6361,2,2,1,2,alexa
26,33.66666667,3,2.666666667,0,0,184.4444444,20493,14,27,0.666666667,18,phish
2,1,1,0,0,0,521,1782,0,1,1,1,alexa
3,19,1,0,3,0,177.7272727,5539,6,11,0.454545455,5,alexa
2,1,1,0,0,0,0,0,0,0,0,0,alexa
10,23,1,0,0,0,511.55,23301,3,20,0.85,17,alexa
21,26.5,2,5,0,0,221.7777778,11698,7,18,0.666666667,12,alexa
20,18,1,10,0,0,166.1538462,6069,5,13,0.692307692,9,alexa
1,7.5,2,0,0,0,56.9,1893,5,10,0.3,3,phish
8,12,1,0,3,0,1182.333333,18717,2,6,0.833333333,5,alexa
21,26,2,0,0,0,395.6,17112,11,15,0.533333333,8,alexa
0,3,1,0,0,0,77,184,2,1,0,0,phish
9,20,2,0,0,0,147.8181818,5632,9,11,0.727272727,8,alexa
15,5,1,1,2,0,493.75,8923,1,4,0.75,3,phish
38,7,1,0,0,0,460.3333333,6757,1,6,1,6,alexa
1,5,1,0,0,0,3967.4,89792,0,5,0.8,4,alexa
19,24,2,0,0,0,257.5555556,12641,4,18,0.833333333,15,alexa
5,19,2,25,0,0,163.2,6248,9,10,0.5,5,alexa
5,14,2,0,0,0,201.7142857,5506,7,7,0.857142857,6,alexa
1,4,2,0,0,0,122,977,1,3,1,3,alexa
6,11,2,0,0,0,187,3812,5,6,0.333333333,2,alexa
1,1,1,0,0,0,0,0,1,0,0,0,phish
4,10.5,2,0,0,0,598.0909091,6716,3,11,0.363636364,4,alexa
54,19,2,5,0,0,427.7058824,18984,3,17,0.588235294,10,alexa
11,26,3,3,0,0,351.375,20326,7,16,0.5,8,alexa
5,9,1,0,0,0,411.5714286,8984,2,7,0.857142857,6,alexa
5,5,2,0,0,0,357.3333333,3148,1,3,1,3,alexa
11,23,2,2,0,0,209.6,5575,9,10,0.6,6,alexa
14,14,2,8,0,0,249.7,7572,4,10,0.5,5,alexa
9,7,2,4,0,0,194.8,2668,2,5,0.4,2,alexa
5,7,1,0,0,0,1022,15532,2,5,0.8,4,alexa
4,6,1,0,0,0,592.5,7582,2,4,0.5,2,alexa
3,2,1,0,0,0,896,2329,1,1,1,1,alexa
0,1,1,0,0,0,0,0,1,0,0,0,alexa
6,3,2,28,0,0,0,0,3,0,0,0,alexa
21,8,2,1,0,0,558.25,5822,4,4,0.75,3,alexa
2,17,1,0,0,0,4752,13032,2,1,1,1,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
2,1,1,0,0,0,896,2329,0,1,1,1,alexa
10,21,2,0,0,0,164.5,2584,15,6,0.333333333,2,alexa
3,7,1,0,0,0,52.75,444,3,4,1,4,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
5,2,1,2,0,0,556.5,3954,0,2,1,2,alexa
14,22.5,2,2,0,0,375.25,25172,1,20,0.4,8,phish
59,25,2,0,0,0,125.32,20451,1,25,0.16,4,phish
3,1,1,3,0,0,0,0,1,0,0,0,alexa
14,18,1,0,0,0,99.3,2358,5,10,0.7,7,alexa
7,6,2,0,0,0,579.2,8194,1,5,1,5,alexa
10,9,2,0,0,0,493.3333333,7942,2,6,0.666666667,4,alexa
2,3,1,0,0,0,2773,10782,2,1,1,1,alexa
7,17,1,0,1,0,279.1,7705,6,10,0.8,8,alexa
11,21,2,7,1,0,835.3846154,31294,6,13,1,13,alexa
2,5,1,0,0,0,292.5,2003,3,2,1,2,alexa
22,43,2,2,0,0,108.9130435,7934,9,23,0.304347826,7,alexa
2,5,1,0,0,0,0,11,1,1,0,0,alexa
12,9,2,0,0,0,809.8333333,15571,3,6,0.833333333,5,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
22,20,2,102,0,0,892.2,27784,10,10,0.8,8,alexa
0,2,1,0,0,0,2418,13184,0,2,1,2,alexa
5,9.5,2,0,0,0,992.3333333,18149,4,6,1,6,alexa
8,31,1,14,0,0,288.2,13964,11,20,0.7,14,alexa
3,11,2,0,0,0,139.2,2404,5,5,0.4,2,alexa
14,7.5,2,0,0,0,1212,11327,3,4,1,4,alexa
1,3,1,0,0,0,207,387,2,1,1,1,phish
9,38,2,6,0,4,342.3703704,32964,11,27,0.851851852,23,alexa
5,14,2,0,0,0,1297,36847,6,8,0.75,6,alexa
0,1,1,0,0,0,0,0,1,0,0,0,phish
14,17,1,2,2,1,814.6666667,16749,9,6,1,6,alexa
0,6,2,0,0,0,842.5,13620,0,6,0.833333333,5,alexa
10,2.5,2,1,2,0,882.5,7356,1,2,1,2,alexa
24,7,1,0,0,0,291.5,1921,5,2,1,2,alexa
6,12.5,2,0,0,0,501.4166667,33800,2,12,1,12,alexa
4,26,1,2,0,0,55.16666667,4071,19,6,0.333333333,2,alexa
8,14,2,0,0,0,120.5,6507,2,22,1,22,phish
31.5,13.5,2,27,0,0,935.2857143,17818,9,7,0.857142857,6,alexa
26,33,2,3,0,1,235.9444444,12399,15,18,0.444444444,8,alexa
0,3,2,0,0,0,207,387,2,1,1,1,phish
0,10,1,0,0,0,179.75,1206,3,4,1,4,phish
54,28.5,2,0,1,0,706.4444444,40218,14,18,0.777777778,14,alexa
5,11,1,0,3,0,994.1428571,19389,0,7,1,7,alexa
1,53,1,0,0,0,0,0,53,0,0,0,phish
1,0,1,0,0,0,0,0,0,0,0,0,alexa
0,2,1,1,1,0,0,0,0,0,0,0,phish
2,1.5,2,0,0,0,214,1856,1,2,1,2,phish
7,21,2,0,0,0,55.25,2995,4,16,0.5625,9,alexa
0,3,1,0,0,0,0,0,3,0,0,0,alexa
57,35.5,2,19,0,0,261.5357143,40633,8,28,0.428571429,12,alexa
0,0,1,1,0,0,0,0,0,0,0,0,phish
49.33333333,40,3,2,0,0,179.5,17300,5,34,0.205882353,7,alexa
5,10,1,0,0,0,817.8571429,14218,3,7,1,7,alexa
1,1,1,0,0,0,0,0,1,0,0,0,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,7,1,0,0,0,197.6666667,2129,4,3,0.666666667,2,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
3,12,1,4,1,0,332.8,6780,3,5,0.2,1,phish
15,22,2,0,0,0,155.2,8838,6,15,1,15,alexa
24,29.5,2,0,1,0,369.5714286,21684,7,21,1,21,alexa
4,4,1,0,0,0,1241.25,16780,0,4,1,4,alexa
1,0,1,0,0,0,0,0,0,0,0,0,alexa
3,6,1,0,0,0,0,0,6,0,0,0,alexa
0,1,1,3,0,0,69,275,0,1,0,0,phish
1.333333333,7.666666667,3,0,0,0,678.3333333,21374,4,9,0.777777778,7,alexa
6,4,1,5,1,0,564,7911,1,3,1,3,phish
4,4,1,0,0,0,719,18248,1,3,0.666666667,2,phish
5,9,2,1,1,0,1244.571429,25818,2,7,0.571428571,4,alexa
7,20.5,2,0,0,0,682.75,20189,4,12,0.583333333,7,alexa
2,3,1,0,0,0,190.5,1947,1,2,0.5,1,phish
8,20,2,1,3,0,496.6363636,17801,5,11,0.636363636,7,alexa
12,24,5,1,0,0,342.5555556,16670,3,18,0.5,9,phish
4,15.5,2,0,0,0,210.2,5822,7,10,0.8,8,alexa
20,27,1,2,0,0,339.5,22823,6,20,0.7,14,alexa
14,50,1,0,0,0,428.1111111,40019,11,27,0.851851852,23,alexa
16,36.5,2,0,0,0,26.36363636,4876,9,33,0.818181818,27,alexa
4,11,2,6,0,0,605.3,17177,1,10,1,10,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
25,39,2,0,0,0,470.1363636,29785,15,22,0.727272727,16,alexa
5,16,1,0,0,0,151.6666667,8516,6,9,0.666666667,6,alexa
3,3,1,0,0,0,44,144,2,1,0,0,phish
1.5,12.5,2,2.5,0.5,0,505.1764706,26486,6,17,0.470588235,8,alexa
2,3,2,0,0,0,43.33333333,508,0,3,0,0,alexa
2,7,1,0,0,0,1506.666667,29389,1,6,1,6,alexa
6.75,12.75,4,0,0,0,1129.7,49121,5,10,0.8,8,alexa
32,42,2,0,0,0,167.5238095,13712,21,21,0.428571429,9,alexa
15,27,1,1,0,0,321.8,20775,7,20,0.65,13,alexa
1,1,1,0,0,0,0,0,1,0,0,0,phish
8,33,1,1,0,0,79.77272727,5652,11,22,0.318181818,7,phish
9,19,2,0,0,0,175.1428571,6949,4,14,0.928571429,13,alexa
2,1,2,0,0,0,0,0,1,0,0,0,alexa
15,25,1,12,0,0,278.5625,16947,9,16,0.4375,7,alexa
14,13.5,2,1,0,0,104.5,3254,1,10,0.3,3,phish
5,2,2,1,0,0,772.5,4876,0,2,0.5,1,alexa
13,31,2,0,0,0,146.7692308,9692,18,13,0.538461538,7,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
2,1,1,0,0,0,181,426,0,1,1,1,phish
25,17.5,2,22,0,0,260.2,6991,7,10,0.8,8,alexa
39,30.5,2,75,0,0,466.5333333,24718,15,15,0.533333333,8,alexa
6,15,1,0,0,0,131.625,2974,6,8,0.5,4,alexa
11,22,1,4,0,0,207.9411765,11801,4,17,0.529411765,9,alexa
15,27.5,2,0,1,0,708.1764706,30789,7,17,0.941176471,16,alexa
35,102,2,0,0,0,326.6666667,6890,0,6,0.833333333,5,alexa
6,10,2,0,0,0,682.375,18758,2,8,0.875,7,alexa
6,6,2,0,0,0,1003.4,14717,1,5,0.8,4,alexa
5,10,1,0,0,0,293.125,6141,2,8,1,8,alexa
5,23,1,0,0,0,75.61538462,4370,10,13,0.384615385,5,phish
17,3,1,0,0,0,11,59,1,1,1,1,phish
7,6,1,0,0,0,281,1854,4,2,1,2,alexa
6,15.5,2,0,1,0,461,20941,5,12,0.5,6,alexa
8,2,1,2,0,0,32,120,1,1,1,1,alexa
10,15.5,2,0,0,0,201.25,8578,4,12,0.583333333,7,alexa
5,6,1,0,0,0,284.5,1891,3,2,0.5,1,phish
7,18,1,1,0,0,62.14285714,1346,11,7,0,0,alexa
17,18,2,0,0,0,618.5555556,18861,9,9,0.666666667,6,alexa
5,1,2,0.5,1,0,891,3763,1,1,1,1,phish
6,3,2,24,0,0,106,851,2,1,0,0,alexa
22,45,2,0,1,0,510.46875,50064,12,32,0.59375,19,phish
4,16,1,0,0,0,817.8888889,23704,7,9,0.888888889,8,alexa
5,10,2,5,0,0,134.2,3055,4,5,0.8,4,alexa
37,18,2,9,1,1,229.3333333,9623,4,12,0.75,9,alexa
2,6.5,2,0,0,0,827.2857143,21943,1,7,0.714285714,5,alexa
5,6,1,0,0,0,531,4059,0,2,1,2,alexa
26,28.5,2,0,0,0,60.05555556,3825,10,18,0.888888889,16,alexa
1,1,1,0,0,0,1729,4753,0,1,1,1,alexa
8,30,2,0,2,0,448.1304348,39819,6,23,0.739130435,17,alexa
3,13,2,0,0,0,116.6666667,3134,4,9,0.666666667,6,alexa
1,3,1,0,0,0,1825.666667,9908,0,3,1,3,alexa
12,20,2,0,0,0,301.7272727,12047,9,11,0.636363636,7,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
4,22,2,0,0,0,109.625,4018,14,8,0.625,5,alexa
7,28,1,0,0,0,171.6538462,14073,2,26,0.807692308,21,alexa
4,16,2,1,0,0,80.85714286,3048,1,14,0.857142857,12,alexa
16,21,1,0,0,0,98.07142857,5842,7,14,0.285714286,4,alexa
0,0,1,1,0,0,0,0,0,0,0,0,phish
20,49,1,1,0,0,40.32258065,3988,15,31,0.225806452,7,alexa
3,5,2,0,0,0,272,3940,1,5,0.6,3,alexa
15,32,1,0,3,0,153.3846154,10298,4,26,0.730769231,19,alexa
11,11,2,10,0,0,459.8,18215,6,5,0.4,2,alexa
7,19,2,0,0,0,159.8,6697,4,15,0.8,12,alexa
0,4,1,0,0,0,0,0,0,0,0,0,phish
9,13,2,0,0,0,725.7,19326,5,10,0.8,8,alexa
7,30,2,0,0,0,130.5833333,4329,18,12,0.583333333,7,alexa
19,14,2,0,2,0,59.4,1680,4,10,0.2,2,alexa
2,7,1,0,0,0,277.8,3551,2,5,0.4,2,alexa
1,1,1,0,0,0,0,0,1,0,0,0,alexa
9,15,1,4,0,0,422.2727273,16484,4,11,0.272727273,3,alexa
4,10,2,0,0,0,65.8,1722,5,5,0.4,2,alexa
6,14,1,0,0,0,152.5,3495,6,8,0.375,3,alexa
1,12,1,0,1,0,973,23097,3,9,1,9,alexa
5,13.5,2,0,1,0,925,31993,3,11,1,11,alexa
4,13,1,0,1,0,294.2222222,6540,4,9,0.888888889,8,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
2,3,1,0,0,0,448,2330,1,2,0.5,1,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
9,12,2,0,0,0,149.75,2059,8,4,0.25,1,alexa
61,57.8,5,1,0,0,509.5238095,42744,34,21,0.761904762,16,alexa
21,31,2,3,0,0,402,35680,4,28,0.821428571,23,alexa
1,3,1,0,0,0,52,156,1,1,0,0,phish
7,13,1,0,2,0,261.7777778,6544,2,9,0.888888889,8,alexa
2,3,1,0,0,0,0,0,2,0,0,0,alexa
9,14,1,0,0,0,597.5,16356,6,8,0.875,7,alexa
16,10,1,3,0,0,735.3333333,6777,0,3,1,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
5,1,1,0,0,0,0,3,0,1,0,0,alexa
3,6,1,0,0,0,61,500,3,2,0,0,phish
16,16,1,267,0,0,497.2142857,17419,2,14,0.642857143,9,alexa
12,26,1,0,0,0,145.8888889,5618,15,9,0.888888889,8,alexa
8,6,1,0,0,0,1105.4,13320,1,5,0.8,4,alexa
19,23,1,12,6,0,922,35999,2,14,0.928571429,13,alexa
30,32.5,2,0,0,0,243.7692308,8820,20,13,0.846153846,11,alexa
8,12,1,0,0,0,7,90,6,3,0,0,phish
1,2,2,0,0,0,1194.5,5018,0,2,1,2,phish
8,0,1,0,0,0,0,0,0,0,0,0,phish
1,3,1,0,0,0,9,196,2,1,0,0,phish
14,29,1,0,0,0,293,21416,8,15,0.933333333,14,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
8,19,2,1,0,0,586.0666667,28026,2,15,0.666666667,10,alexa
2,3,2,0,0,0,89,135,2,1,1,1,alexa
9,16.33333333,3,0,0,0,991.5384615,46233,1,13,0.923076923,12,alexa
7,8,1,0,0,0,711.4,10363,3,5,1,5,alexa
4,9,2,0,1,0,628.6666667,10316,3,6,1,6,alexa
15,15.5,2,16,0,0,503,24499,4,11,0.545454545,6,alexa
6,9,1,0,0,0,205.8333333,4304,2,6,0.5,3,alexa
9,7,2,0,0,0,1085.75,36067,3,4,1,4,alexa
16,14,1,0,2,0,321.0909091,10951,3,11,1,11,alexa
18,34,2,0,0,0,337.2083333,25252,8,24,0.666666667,16,alexa
4,5,2,0,0,0,7.5,78,3,2,0,0,alexa
24,24,1,1,1,0,1103.722222,73397,5,18,0.833333333,15,alexa
3,1,1,0,0,0,2750,3901,0,1,1,1,alexa
15,29,1,0,4,0,116.3157895,6128,5,19,0.526315789,10,alexa
4,7,2,0,0,0,86.66666667,638,4,3,0.666666667,2,phish
15,32,4,0,1,0,732.4615385,61171,4,26,0.692307692,18,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,0,2,0,1,0,0,0,0,0,0,0,phish
11,9,2,3,0,0,240.25,2637,5,4,0.5,2,alexa
2,3,2,0,0,0,101,514,1,2,0.5,1,alexa
0,0,1,0,0,0,0,0,0,0,0,0,alexa
7,19,1,0,0,0,334,1121,1,2,0.5,1,alexa
38,8.5,2,6,0,0,119,2822,2,7,1,7,alexa
13,20,1,0,0,0,178.4615385,7438,7,13,0.307692308,4,alexa
23,12,2,0,2,0,249.75,7181,4,8,0.75,6,alexa
9,12,1,0,0,0,90.4,3404,2,10,0.1,1,phish
0,0,1,0,0,0,0,0,0,0,0,0,alexa
17,12,1,0,0,0,230.5714286,4710,5,7,0.714285714,5,alexa
17,13,2,1,1,0,1149.142857,26610,2,7,1,7,alexa
9,21,2,0,0,0,220.1333333,10191,5,15,0.266666667,4,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
3,6,1,0,0,0,1056.4,14854,1,5,1,5,alexa
15,23.5,2,10.5,0,0,350.4666667,17210,3,15,1,15,phish
0,6,1,0,0,0,169.75,2657,2,4,1,4,alexa
39,13.5,2,0,0,0,831.3333333,41473,3,12,0.75,9,alexa
1,0,1,0,0,0,0,0,0,0,0,0,phish
4,15,1,1,0,0,271.75,7344,7,8,0.5,4,alexa
0,1,1,0,0,0,0,50,0,1,0,0,alexa
39,65.33333333,3,0,0,0,355,42306,25,43,0.76744186,33,alexa
51,48.5,2,9,7,0,712.8064516,64739,11,31,0.903225806,28,alexa
1,1,1,0,0,0,0,0,0,0,0,0,phish
16,19,2,0,0,0,204.2222222,16035,1,18,0.833333333,15,alexa
1,4,1,0,0,0,60,206,3,1,1,1,phish
4,4,1,0,0,0,0,0,2,0,0,0,phish
4,5,1,0,0,0,0,0,0,0,0,0,phish
8,13,2,1,0,0,283.2857143,7281,3,7,0.285714286,2,alexa
21,38,3,1,0,0,711.24,61203,6,25,0.84,21,alexa
1,2,1,0,0,0,4,30,0,2,0,0,phish
0.5,0.5,2,0,0,0,204,368,0,1,1,1,phish
12,14,1,0,0,0,1005.857143,26179,6,7,0.714285714,5,phish
1,1,1,0,0,0,0,0,1,0,0,0,phish
19,21,2,24,0,0,579.5,24065,5,12,0.75,9,alexa
6,10,1,1,0,0,252,3217,5,5,0.4,2,alexa
1,4,1,0,0,0,509.3333333,3649,0,3,0.333333333,1,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
15,7,1,0,0,0,0,0,1,0,0,0,phish
40,31,2,0,0,0,660.8125,36138,9,16,0.75,12,alexa
3,3,1,0,0,0,1138,10030,0,3,0.666666667,2,alexa
6,22,2,14,0,0,292.3846154,14175,9,13,0.846153846,11,alexa
1,2,1,0,0,0,6,22,1,1,0,0,phish
0,0,1,0,0,0,0,0,0,0,0,0,phish
35,38,2,0,1,0,98.27777778,4975,20,18,0.555555556,10,alexa
15,38,1,6,0,0,74.28571429,5306,17,21,0.142857143,3,alexa
1,11,1,0,0,0,168,4485,2,6,0,0,alexa
4,15,1,0,0,0,288.8571429,7521,8,7,0.285714286,2,alexa
7,16,1,0,1,0,441.3846154,12457,2,13,0.923076923,12,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
4,7,1,0,0,0,1061.4,14478,2,5,0.6,3,alexa
7,7,1,2,0,0,230,2430,2,3,1,3,alexa
10,2.5,2,1,2,0,880.5,7356,1,2,1,2,alexa
13,29,1,0,0,0,266.3333333,16076,13,15,0.6,9,alexa
1,2,2,0,0,0,1312.5,5619,0,2,0.5,1,alexa
3,4,1,0,0,0,118,358,2,1,0,0,phish
0,2,1,1,1,0,0,0,0,0,0,0,phish
0,8,2,0,0,0,621,7083,5,3,1,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
4,8,1,0,0,0,1569.666667,28457,1,6,1,6,alexa
5,9,1,5,0,0,1072.666667,19325,3,6,0.833333333,5,alexa
1,19,1,0,0,0,77.69230769,15364,4,13,0.076923077,1,phish
8,10,1,0,0,0,1084.857143,22370,2,7,1,7,alexa
13,39,2,0,0,0,264.1111111,18207,11,27,0.962962963,26,alexa
2,0,1,0,0,0,0,0,0,0,0,0,phish
10,23,2,5,0,0,455.5714286,24319,9,14,0.5,7,alexa
4,11,1,0,1,0,661.4444444,16036,2,9,1,9,alexa
1,4,1,0,0,0,0,0,0,0,0,0,phish
2,6,2,0,0,0,2963.333333,21534,2,3,1,3,alexa
41,44,1,0,5,0,398.4516129,41167,11,31,0.870967742,27,alexa
12,10,2,6,0,0,825.5,10156,3,6,1,6,alexa
31,37.5,2,1,3,0,721.15,42010,10,20,0.95,19,alexa
7,11,2,3,0,0,1046.25,26775,3,8,0.625,5,alexa
2,3,1,0,0,0,32.5,229,1,2,1,2,alexa
0,5,1,0,0,0,2549,13919,3,2,1,2,alexa
2,3,1,0,0,0,1319,15543,0,3,1,3,phish
14,11.5,2,0,2,0,744.0909091,24152,1,11,0.727272727,8,alexa
2,5,1,0,0,0,263,1799,3,2,0.5,1,alexa
34,23.5,2,0,0,0,104.3529412,4532,7,17,0.941176471,16,alexa
3,2.5,2,0,0,0,1155,6908,1,2,1,2,alexa
15,17,2,0,8,1,407.3333333,12479,6,12,0.916666667,11,alexa
40,11.5,2,7,0,0,353.3636364,9983,1,11,1,11,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
1,1,1,0,0,0,0,0,1,0,0,0,alexa
15,30,1,0,0,0,615.0454545,35544,8,22,0.863636364,19,alexa
4,17,2,0,0,0,71.5,2312,5,12,0.416666667,5,alexa
13,10,1,12,0,0,1784.6,22492,4,5,0.6,3,alexa
18,6,1,2,0,0,234.6666667,1727,3,3,1,3,phish
1,3,1,0,0,0,0,0,3,0,0,0,phish
3,14.5,2,0,0,0,208.75,6225,11,4,0.25,1,alexa
0,2,1,1,1,0,0,17,0,1,1,1,phish
16,16,2,0,4,0,915.75,20751,3,8,1,8,alexa
11,24,2,0,0,0,89,3895,13,11,0.636363636,7,alexa
3,3,2,0,0,0,308.6666667,2448,0,3,0.333333333,1,phish
1,3,1,0,0,0,52,156,1,1,0,0,phish
10,2.5,2,1,2,0,884.5,7425,1,2,1,2,alexa
4,19.5,2,0,0,0,612.8148148,101634,6,27,0.962962963,26,alexa
5,7,1,0,0,0,58,579,3,3,0.333333333,1,alexa
10,13,2,0,0,0,753.4285714,18033,5,7,0.714285714,5,alexa
6,6,1,1,0,0,482.5,4579,2,4,0.5,2,alexa
4,3.5,2,0,0,0,201,978,2,2,1,2,alexa
15,8.5,2,1,0,0,873.7142857,52686,0,14,1,14,phish
5,8,1,76,0,0,123.8571429,2316,1,7,0.714285714,5,alexa
20,10,2,8,1,0,1086.4,13459,7,5,1,5,alexa
1,8,1,3,0,0,120.4,4412,3,5,0.8,4,alexa
6,8,1,0,0,0,0,224,0,8,0,0,phish
19,16,1,0,0,0,600.1818182,22545,5,11,0.363636364,4,alexa
3,6.666666667,3,0,0,0,393,8663,1,6,0.833333333,5,alexa
24,21.5,2,0,0,0,283.7142857,13906,8,14,0.928571429,13,alexa
7,12,2,0,0,0,632.25,10183,3,8,0.75,6,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
41.5,29,2,2,0,0,177,12819,5,24,0.75,18,alexa
8,12,1,0,0,0,206.1428571,3969,5,7,0.714285714,5,alexa
14,22,1,2,0,0,395,25169,1,19,0.368421053,7,phish
55,4.5,2,0,0,1,664.3333333,5117,2,3,1,3,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
5,14,3,1,0,0,135.1,2691,5,10,0.6,6,phish
4,1,2,1,0,0,0,0,1,0,0,0,phish
11,24,2,0,0,0,429.3888889,22027,6,18,0.611111111,11,alexa
11,17,2,0,0,0,135.6666667,5537,3,12,0.416666667,5,alexa
8,13,1,0,0,0,298.2,6719,3,10,0.2,2,alexa
1,1,1,1,0,1,0,0,1,0,0,0,phish
5,3,1,0,0,0,2544,15952,0,3,0,0,phish
4,3,1,0,0,0,0,0,0,0,0,0,phish
5,4,1,0,0,0,364.75,4320,0,4,0.5,2,alexa
3,17,1,0,0,0,77.16666667,6214,11,6,0.333333333,2,alexa
3,4,1,3,0,0,270.5,1859,2,2,0.5,1,alexa
21,25.5,2,0,0,0,513.9,35261,6,20,0.6,12,alexa
5,3,1,0,0,0,0,0,1,0,0,0,phish
4,40,6,0,0,0,427.8,106946,6,40,0.975,39,alexa
12,16.66666667,3,1,0,0,450.8461538,17669,4,13,0.538461538,7,alexa
12,26,2,2,0,0,272.2941176,13890,10,17,0.647058824,11,alexa
1,3,1,0,0,0,207,387,2,1,1,1,phish
10,12,2,1,0,0,192.3333333,5259,3,9,0.333333333,3,alexa
0.5,0,2,0,0,0,0,0,0,0,0,0,phish
19.5,30,2,6,0,0,250.625,10433,13,16,0.75,12,alexa
11,27,1,0,0,0,86,4192,13,13,0.538461538,7,alexa
8,16,2,0,0,0,117.9,3226,5,10,0.8,8,alexa
4,8,1,0,0,0,308.75,3141,2,4,0.5,2,alexa
1,8,1,1,0,0,257.8,3411,2,5,0.4,2,alexa
14,3,1,1,2,0,658.3333333,8922,0,3,1,3,phish
4,22,1,21,0,0,52.4,6153,7,15,0.133333333,2,alexa
12,20,2,0,2,0,470.2941176,21315,3,17,0.941176471,16,alexa
0,0,1,0,0,0,0,0,0,0,0,0,phish
18,28.5,2,0,0,0,411.6666667,21525,13,15,0.533333333,8,alexa
2,8,1,0,0,0,329.4,5281,3,5,1,5,alexa
5,13,1,0,0,0,265.9,8034,3,10,0.8,8,alexa
6,4,1,0,0,0,0,0,4,0,0,0,alexa
15,34,2,9,0,0,98.36842105,6797,13,19,0.473684211,9,alexa
0,3,1,0,0,0,2,7,0,1,0,0,phish
